0xEE9cA24FB62BFc021e1A46E09e1C1CbECD3341B5,68
0x0d59408381FB428e116972093bB71A37EA727088,73
0x41F30A6415A448BA622326207bFc39fE61910E6f,62
0xC5aFc3a0F462C5a387393421b6A253204a3Be8D2,78
0xa1C6bf9a94E603c0C7e0559A9BBe6329137239f7,88
0x9CEdB20c8Fd113c2eCC2c1C23406543941BdCe58,67
0xb5C1213EE9ddf312c98F6e94caF5c421C86AbfF3,79
0xe4Fc1dAF8548250B3a97b2fE5F9FCa67188D8FA6,65
0x787b4b7FFEf8edDaD54F311039aCF4c36FEC9593,72
0x506ac1D1bD4e32F4Ed85D1DF33d267E06533dC67,65
0x8e77C563c2B2F35cd5560828e197E4eC57556687,85
0xE1014b12287284b74FFccA417c659c9EF37a68C2,85
0xa82fcefd303fa68864b787a5f118b09ce5a4c93d,67
0x35063502261a6aE919B91efBB569252A3628f5c9,85
0x99990960FC9b39407C5E32Ed7166fd9AeEde96e4,60
0xf3ecdd8727e8b9bb6efe1d6a3e83b3f6f1827dde,68
0xaAd28d1c5a578abDaFE51f289602275900f09B2b,72
0x7B9044D2862E1bcf5212F9d41583c291CD5419f6,64
0xcA85600D7c6f0258B44E39c30eac2974C83017d9,65
0x856dc4a12f08afa49f42b52f81769a96505f312c,85
0x10833709E91eD5CAd88967F1364aB88B712FD32d,73
0xEBefA67c8e68c9573d4F1933FFEaB17182284EC1,83
0x0aF2f3d482001C5199701bfc4Cb63Fc775D6F689,93
0x99f7a79713fd1c1f75b84a69a3fb453ffec3d14c,85
0x135ac28136f957428327E397A3232c0a9d1C1698,85
0x5E65497A4D743741F8810b60d785a11Aa2566E88,68
0x7AE41835444183A23bAA10EbfdF2997D10130f5d,61
0x2Be8B266118708c0CFB6A354242a6e6191d576CD,80
0x3d269D5de0dB21DD1e7F8221506f8A189810eC94,85
0x28eEdD8cE34f236897286322d29E403cE01EAb6c,93
0x3ae0e9a6b67a9ca5cf2f42a0B3266B2098D399Ab,86
0xdb2E9F0F51D755A52a868630A3A9c9038cAceeB6,69
0xF8230D8191ae47c34Bc99C7d64A8e0a88f8734c4,85
0x3Fd779dc40ca26c7809018710d1F81eb9D4848b3,88
0x02Fb763A0454a54B3ffd02427f54340B42FE8e7c,85
0x2245bE89Fc8faB94ed982e859Aa3212A4e4eB7e5,85
0xACABF4eB8Bb104bd812b757Bbb4F1FA81A829A22,78
0x377dD56EfF0650f0649B57281d3aE7926f572fa1,93
0x55EeDdc3971f4756a463C5a66ac79474Bd0f9bA6,80
0x6615004A73d888e391Eda81bAC4988Cb1A2F5e64,76
0xD6D10376c06b21ce7bd346459366c8Abad4f208b,93
0x6CD01362ad97C772467A7BD91E8F415F7B80ecdD,64
0x8E1700E063D4341930C0D071C168D17E506caca9,93
0xAa1Ad4784c1f3099447d85E97aa551614bcf601C,85
0xBf197ed412DC301867F3c6C82e80024348d0d67E,93
0xbEcB1075a71BEB3448F271fEB2cc2Fc37356e1BE,81
0xe92Da269bbF46e3C5F194Dc65a1f59b09b793a10,93
0xd3c8A21abdDFAB10C4e24c148Da6E5937e81d1Ce,93
0xA2FbcEfA58D2Fa7a96838Eef4e8b76c4a6AFe73C,93
0xF93398D57C34aea3238E9e893122d021F49682Af,85
0x1F2beAF8439039dCEc062Fbe056458D34f529F9E,93
0xE4ADa78b21fa74efDF9eebefE9Fc66b2518555a5,93
0x8464170c9Aff39719545681477f22B0136ed33C7,62
0xda704b2E18D989003B139cbc5d4FC978a6d81064,85
0x374C47154E08F964012277840cca594f06cD9f2f,93
0x24f4A02b78ea57da5749B05Cc94A5f25c890BA23,93
0x52E2a414c65Bd8ea41b6C5B5276eD9452ecaD088,93
0x10386A8F48B3CE22bC5a34CFfF2Aae7d373552Cf,93
0xFcB1aAd990D5141D9B5717B51ce4347b6c7e7cAf,88
0x512aCe4EBAF5166918934B5c55948D8ca1A54852,80
0xec561DD73346f761d1C09f46999bc8Ea1b1E95a2,85
0x1b1baE012493110364cF4926575AEDbD4F619E10,74
0xBcD8671f0799646573f73E9AaFB875219a8721a5,93
0xB6bd1b9b3e6e3512BB354789289f6d8FBc0F65BC,93
0xb92587d49EB9503a3538bad95727fBCA255B7d38,93
0xAf4b67fDBe09451f55113F95D2fCB56324dd2599,87
0xF322FF3b8EbCCD98861f0c1f03dA4a1bE303c2B5,93
0x247c41F71C1e1Ea6d03Be0677C100D4D66B59496,62
0x8F70F795CA5ca5cF8fFc2E9d1B8B621c2420DF8d,93
0x1DeD3c31Ec30a1C651c7D1ECA0f7DB3ad76d15EF,85
0x6b5adD7111100eFA6aeEE0e1bA676b6218eCABDA,93
0x2E45e558f76eb181176a61B6207e94DD77316aa2,60
0xbaeD54154F2C44d13531AE4dd438F8EC0F13baDc,70
0x6cB3a3699BF058C58c9f1A5E95ae3791c1CA2d23,72
0x992F758b8fd191BaAc6d780501E885dB51745aBC,82
0x93Cb1193f316f218Eb2DAf0C7b958913dA39B699,85
0xA74f7df108F0D2d7B0239e29612C252e0862173a,69
0x04b6eA5a19b8945eDdC4A141408ec34C2A55a34e,67
0x55AEA4cd456478d56F598E06A0dB228192D5eb84,65
0x0614e07756390441CB246c886917487840e74f7d,72
0x6Bd193251Bb139729cAD61466D71069d4AfE0d0D,93
0x395F23D33e981D6E1B5930571955C7358B3a14e8,85
0xAC4B0882E822E86811CcAE3773A29b0f9888B86E,85
0xF88353e6B33d1F9f6f325dbCBB697DDd0bE3bD5C,93
0xD103f73a34c104c08985624fA5e84732406e0788,85
0xf065C655F8b156fB9E154d60Be221EB7B741Aaa7,85
0xbCc2689ce8a8ABb5724cf1852b7ecD5C76Cf806c,85
0xe2A0bf4C64435a437CfD61bB8084C6eC6De1c31B,93
0xa495893ceB72AE222D1e34d2Dc1872B83c47D5fA,80
0xcd788Ae284C9c39Ec21F57E8E12E24E7D96f0dc0,93
0xC3C345A20C34927851bCf7f54c9B960DE33A0309,75
0x36F43A022bD1858F74AD3cd311d89e24D1CD523D,93
0x5f83aC642Ea7dBbc00a2B02b35773B46E0CBdBd1,93
0x33A564C3539f5A273d3Cf87fEC2C6998f5bded74,93
0x865D7eb5db37cc02ec209DD778f4e3851a421A20,75
0x7D8B79A59D847b6cC8f692b367c3Be0877d56EA8,93
0x12Fe20De6b441F18BA9a3C9A7A78C9BD16723E8d,93
0xe60439D6Ed689830ddb52558b8F37c84cC2dcc37,93
0xAdd9A7C1b516060b212f98e699b2779e961f4eC5,93
0xD2169f817b936FA0C4023eb97b190D1495D342b8,93
0xAF57Efd9C83CF3ac5e06c9F98E94051BDb6E8834,93
0xa723C8F88190c7188922f878FDe8f81160458d41,93
0x1b3f2492cE5f1E7A29968C33F68567E75578c611,93
0xE0AB1bFe72e6aCE5BDAEC5898d1bCc31d718D6Ee,93
0xBbb754e7c79F3d5212f0b898C0966dDccF93426A,93
0xeAf5b8f7aEcF9CFfBe38746923Bf9cfDD86BB883,73
0xE61BB41d806a63F41402d91B67BA08638941987E,75
0x4c3aC06e10c7aebD4dAA17832f724fCC7B19B850,74
0x0000CE08fa224696A819877070BF378e8B131ACF,62
0x454a5a7f6377c4ecb73492e25e3c9bccfc1f3aee,69
0xf0549d13B142B37F0663E6B52CE54BD312A2eDaa,72
0xbBF3E43681886F30835eb3CE8ec210b8ff16e85D,67
0x56E66c6C19bA5617f8800e2E0763D71EF26f1ae6,77
0x5639c4e9a24bc4Ae455DADcF007ddbD928E90902,60
0xbd153Dc8C659cf11604e3215a9E96b34bBa0b699,85
0x2fbF4cd746e122b4DA9d43c82d86e6F64e7CbF82,85
0xb38715858d1087f5FbA4579d674d7D73B448376C,65
0xa291880faf5948E931b67DFBE34E2F3020823BA5,67
